dataset,model,nb_class,thread_time_mean,process_time_mean,raw_time_mean,liczba_regul_mean,srednia_dlugosc_reguly_mean,suma_warunkow_mean,train_acc_mean,test_acc_mean,train_bacc_mean,test_bacc_mean,thread_time_std,process_time_std,raw_time_std,liczba_regul_std,srednia_dlugosc_reguly_std,suma_warunkow_std,train_acc_std,test_acc_std,train_bacc_std,test_bacc_std
splice,RuleKit_mincov-5_measure-C2_maxNbRules-100,3,0.672,0.672,0.672,144.6,3.133,454.0,0.947,0.931,0.949,0.934,0.079,0.079,0.079,8.796,0.122,45.321,0.005,0.011,0.006,0.011
splice,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,3,0.487,0.487,0.487,20.9,2.732,57.1,0.918,0.912,0.926,0.918,0.09,0.09,0.09,0.316,0.104,2.424,0.011,0.015,0.009,0.013
splice,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,3,0.536,0.536,0.536,47.7,3.098,147.8,0.926,0.913,0.933,0.92,0.089,0.089,0.089,1.418,0.079,6.746,0.005,0.012,0.004,0.011
splice,RuleKit_mincov-5_measure-C2_maxNbRules-3,3,0.441,0.441,0.441,4.0,3.0,12.0,0.924,0.924,0.915,0.915,0.053,0.053,0.053,0.0,0.0,0.0,0.001,0.013,0.002,0.016
splice,RuleKit_mincov-5_measure-C2_maxNbRules-5,3,0.447,0.447,0.447,11.1,2.414,26.8,0.89,0.882,0.901,0.893,0.061,0.061,0.061,0.316,0.136,1.687,0.012,0.016,0.01,0.013
splice,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,3,0.622,0.622,0.622,82.9,3.054,253.6,0.939,0.927,0.94,0.928,0.086,0.086,0.086,5.384,0.109,24.681,0.004,0.013,0.004,0.012
splice,RuleKit_mincov-5_measure-Correlation,3,0.499,0.499,0.499,18.9,1.359,25.7,0.882,0.882,0.898,0.899,0.089,0.089,0.089,0.876,0.05,1.889,0.011,0.02,0.009,0.016
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,3,0.487,0.487,0.487,19.1,1.591,30.4,0.712,0.706,0.787,0.783,0.051,0.051,0.051,0.738,0.084,2.221,0.012,0.024,0.008,0.02
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,3,0.534,0.534,0.534,33.8,1.589,53.7,0.827,0.827,0.86,0.86,0.061,0.061,0.061,1.814,0.059,3.498,0.007,0.028,0.005,0.023
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,3,0.429,0.429,0.429,2.3,2.8,6.3,0.875,0.872,0.862,0.858,0.066,0.066,0.066,0.483,0.422,0.949,0.041,0.038,0.02,0.022
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,3,0.463,0.463,0.463,12.2,1.716,21.0,0.677,0.671,0.767,0.762,0.095,0.095,0.095,0.789,0.18,3.162,0.036,0.03,0.025,0.023
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,3,0.435,0.435,0.435,5.0,2.36,11.8,0.829,0.829,0.867,0.868,0.064,0.064,0.064,0.0,0.295,1.476,0.049,0.046,0.033,0.029
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,3,0.474,0.474,0.474,12.2,1.716,21.0,0.677,0.671,0.767,0.762,0.08,0.08,0.08,0.789,0.18,3.162,0.036,0.03,0.025,0.023
splice,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,3,0.494,0.494,0.494,18.7,1.605,30.0,0.705,0.7,0.782,0.779,0.099,0.099,0.099,1.16,0.089,2.404,0.012,0.022,0.009,0.018
tic-tac-toe,AQ15,2,0.131,0.131,0.131,58.9,5.074,299.0,1.0,0.968,1.0,0.955,0.017,0.017,0.017,3.542,0.116,21.536,0.0,0.019,0.0,0.026
tic-tac-toe,BRCG,2,0.582,26.886,0.582,8.0,3.0,24.0,0.983,0.983,0.976,0.976,0.034,2.279,0.034,0.0,0.0,0.0,0.001,0.011,0.002,0.016
tic-tac-toe,CN2_default,2,2.139,2.14,2.14,130.3,2.291,298.8,1.0,0.892,1.0,0.883,0.185,0.185,0.185,12.047,0.04,31.59,0.0,0.071,0.0,0.073
tic-tac-toe,CN2_v2,2,0.378,0.379,0.378,71.7,2.576,184.9,0.984,0.905,0.981,0.891,0.028,0.028,0.028,5.498,0.082,17.804,0.007,0.034,0.009,0.036
tic-tac-toe,IDS,2,4.099,4.102,4.1,15.2,3.0,45.6,0.771,0.774,0.684,0.685,0.042,0.042,0.043,2.573,0.0,7.72,0.035,0.06,0.074,0.102
tic-tac-toe,JRip,2,0.022,0.022,0.022,9.4,3.298,31.2,0.988,0.974,0.983,0.97,0.002,0.002,0.002,1.265,0.201,5.959,0.004,0.017,0.006,0.017
tic-tac-toe,LORD,2,0.121,0.121,0.121,29.1,3.81,110.9,,0.988,,,0.171,0.171,0.171,0.994,0.074,4.999,,0.012,,
tic-tac-toe,MLRules,2,0.272,0.272,0.272,100.0,3.006,300.6,0.991,0.975,0.987,0.965,0.003,0.003,0.003,0.0,0.059,5.929,0.003,0.018,0.005,0.024
tic-tac-toe,OneR,2,0.0,0.0,0.0,3.0,1.0,3.0,0.699,0.7,0.671,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.038,0.004,0.039
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2,2,0.456,0.456,0.456,21.0,2.509,52.7,0.902,0.874,0.874,0.835,0.09,0.09,0.09,1.563,0.062,4.322,0.027,0.044,0.033,0.056
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.46,0.46,0.46,19.3,2.624,50.7,0.916,0.896,0.903,0.874,0.13,0.13,0.13,0.483,0.162,4.347,0.029,0.044,0.026,0.044
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.511,0.511,0.511,67.6,3.778,255.5,0.994,0.958,0.994,0.953,0.164,0.164,0.164,4.695,0.059,20.167,0.003,0.024,0.004,0.031
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.114,0.114,0.114,2.0,1.0,2.0,0.699,0.699,0.671,0.671,0.011,0.011,0.011,0.0,0.0,0.0,0.004,0.038,0.004,0.039
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.42,0.42,0.42,10.7,1.813,19.5,0.77,0.762,0.753,0.748,0.05,0.05,0.05,1.252,0.147,3.472,0.052,0.044,0.042,0.044
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.205,0.205,0.205,6.0,1.0,6.0,0.716,0.715,0.702,0.702,0.037,0.037,0.037,0.0,0.0,0.0,0.008,0.04,0.005,0.039
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.429,0.429,0.429,9.5,1.723,16.4,0.749,0.74,0.737,0.728,0.071,0.071,0.071,0.527,0.105,1.713,0.044,0.046,0.035,0.047
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.465,0.465,0.465,21.1,2.69,56.8,0.905,0.88,0.888,0.857,0.084,0.084,0.084,1.595,0.177,5.978,0.029,0.033,0.03,0.033
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.43,0.43,0.43,13.0,2.495,32.5,0.77,0.751,0.765,0.744,0.069,0.069,0.069,1.633,0.11,4.72,0.021,0.044,0.025,0.048
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.449,0.449,0.449,17.1,2.956,50.5,0.802,0.786,0.808,0.792,0.113,0.113,0.113,0.738,0.237,4.007,0.025,0.044,0.032,0.049
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.468,0.468,0.468,28.3,3.248,92.2,0.856,0.828,0.851,0.825,0.092,0.092,0.092,3.129,0.177,13.645,0.016,0.04,0.02,0.042
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.429,0.429,0.429,11.7,2.348,29.0,0.761,0.745,0.755,0.737,0.172,0.172,0.172,3.713,0.486,10.477,0.032,0.039,0.04,0.045
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.28,0.28,0.28,6.9,1.359,9.6,0.696,0.694,0.707,0.705,0.059,0.059,0.059,0.876,0.315,3.239,0.019,0.05,0.015,0.046
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.204,0.204,0.204,6.0,1.0,6.0,0.684,0.682,0.694,0.692,0.044,0.044,0.044,0.0,0.0,0.0,0.019,0.045,0.014,0.038
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.399,0.399,0.399,9.7,2.16,20.9,0.743,0.735,0.748,0.737,0.061,0.061,0.061,0.483,0.15,0.876,0.012,0.049,0.013,0.045
tic-tac-toe,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.405,0.405,0.405,12.1,2.507,30.4,0.773,0.763,0.772,0.762,0.021,0.021,0.021,2.183,0.164,6.186,0.027,0.048,0.031,0.049
tic-tac-toe,RuleKit_mincov-5_measure-C2,2,0.492,0.492,0.492,40.3,3.161,127.6,0.978,0.958,0.976,0.953,0.16,0.16,0.16,4.855,0.079,17.475,0.008,0.019,0.008,0.024
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.43,0.43,0.43,19.3,2.624,50.7,0.916,0.896,0.903,0.874,0.098,0.098,0.098,0.483,0.162,4.347,0.029,0.044,0.026,0.044
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.452,0.452,0.452,67.6,3.778,255.5,0.994,0.958,0.994,0.953,0.051,0.051,0.051,4.695,0.059,20.167,0.003,0.024,0.004,0.031
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.324,0.324,0.324,7.8,1.492,12.0,0.748,0.74,0.733,0.724,0.134,0.134,0.134,1.476,0.307,4.472,0.046,0.053,0.039,0.047
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.454,0.454,0.454,20.3,2.622,53.5,0.899,0.881,0.886,0.856,0.113,0.113,0.113,2.359,0.184,9.312,0.027,0.045,0.026,0.05
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.198,0.198,0.198,6.0,1.0,6.0,0.716,0.715,0.702,0.702,0.032,0.032,0.032,0.0,0.0,0.0,0.008,0.04,0.005,0.039
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.411,0.411,0.411,9.5,1.723,16.4,0.749,0.74,0.737,0.728,0.092,0.092,0.092,0.527,0.105,1.713,0.044,0.046,0.035,0.047
tic-tac-toe,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.484,0.484,0.484,33.9,3.099,105.1,0.95,0.92,0.933,0.898,0.091,0.091,0.091,2.132,0.068,7.838,0.009,0.042,0.012,0.055
tic-tac-toe,RuleKit_mincov-5_measure-Correlation,2,0.446,0.446,0.446,16.9,2.642,44.7,0.83,0.796,0.832,0.801,0.091,0.091,0.091,1.792,0.084,5.478,0.053,0.078,0.052,0.069
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.458,0.458,0.458,17.1,2.956,50.5,0.802,0.786,0.808,0.792,0.094,0.094,0.094,0.738,0.237,4.007,0.025,0.044,0.032,0.049
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.456,0.456,0.456,28.3,3.248,92.2,0.856,0.828,0.851,0.825,0.089,0.089,0.089,3.129,0.177,13.645,0.016,0.04,0.02,0.042
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.114,0.114,0.114,2.0,1.0,2.0,0.699,0.699,0.671,0.671,0.024,0.024,0.024,0.0,0.0,0.0,0.004,0.038,0.004,0.039
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.371,0.371,0.371,8.6,1.88,16.5,0.722,0.714,0.731,0.721,0.06,0.06,0.06,1.35,0.32,5.061,0.019,0.055,0.018,0.05
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.179,0.179,0.179,6.0,1.0,6.0,0.684,0.682,0.694,0.692,0.037,0.037,0.037,0.0,0.0,0.0,0.019,0.045,0.014,0.038
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.442,0.442,0.442,9.7,2.16,20.9,0.743,0.735,0.748,0.737,0.141,0.141,0.141,0.483,0.15,0.876,0.012,0.049,0.013,0.045
tic-tac-toe,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.467,0.467,0.467,16.1,2.836,45.6,0.806,0.795,0.816,0.804,0.151,0.151,0.151,1.197,0.207,4.033,0.033,0.046,0.046,0.056
tic-tac-toe,rulefit,2,0.897,24.075,0.898,21.2,3.028,64.2,0.962,0.934,0.963,0.932,0.059,1.255,0.059,2.201,0.182,7.899,0.016,0.025,0.013,0.03
titanic,AQ15,2,0.004,0.004,0.004,0.1,2.0,0.2,0.678,0.678,0.502,0.501,0.003,0.003,0.003,0.316,,0.632,0.004,0.003,0.007,0.004
titanic,BRCG,2,1.304,10.028,1.305,2.0,1.5,3.0,0.724,0.725,0.619,0.619,0.028,0.266,0.028,0.0,0.0,0.0,0.002,0.022,0.003,0.026
titanic,CN2_default,2,0.046,0.046,0.046,14.9,1.859,27.7,0.791,0.561,0.684,0.421,0.002,0.002,0.003,0.316,0.068,1.337,0.001,0.022,0.003,0.023
titanic,CN2_v2,2,0.015,0.015,0.015,13.5,1.758,23.7,0.79,0.564,0.683,0.424,0.0,0.0,0.0,0.527,0.07,0.483,0.002,0.024,0.005,0.026
titanic,IDS,2,5.262,5.265,5.263,19.1,2.076,39.6,0.713,0.712,0.576,0.579,0.757,0.758,0.757,2.47,0.099,4.971,0.037,0.044,0.078,0.086
titanic,JRip,2,0.008,0.008,0.008,3.0,1.967,5.9,0.783,0.781,0.676,0.674,0.001,0.001,0.001,0.0,0.105,0.316,0.001,0.011,0.013,0.015
titanic,LORD,2,0.078,0.078,0.078,18.0,1.722,31.0,,0.786,,,0.054,0.054,0.054,0.0,0.0,0.0,,0.017,,
titanic,MLRules,2,0.119,0.119,0.119,100.0,2.312,231.2,0.791,0.789,0.684,0.682,0.004,0.004,0.004,0.0,0.082,8.244,0.001,0.014,0.003,0.017
titanic,OneR,2,0.0,0.0,0.0,2.0,1.0,2.0,0.776,0.776,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-C2,2,0.106,0.106,0.106,5.8,2.09,12.1,0.776,0.771,0.696,0.69,0.017,0.017,0.017,0.422,0.096,0.738,0.002,0.022,0.005,0.027
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.135,0.135,0.135,9.9,1.617,16.0,0.777,0.773,0.698,0.694,0.019,0.019,0.019,0.316,0.059,0.667,0.002,0.023,0.003,0.029
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.212,0.212,0.212,15.4,1.545,23.8,0.783,0.783,0.711,0.711,0.037,0.037,0.037,0.516,0.015,1.033,0.002,0.014,0.002,0.017
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.089,0.089,0.089,5.8,2.09,12.1,0.776,0.771,0.696,0.69,0.02,0.02,0.02,0.422,0.096,0.738,0.002,0.022,0.005,0.027
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.035,0.035,0.035,1.8,2.04,3.8,0.696,0.691,0.538,0.532,0.028,0.028,0.028,1.687,0.084,3.795,0.041,0.03,0.08,0.067
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.066,0.066,0.066,3.0,1.833,5.5,0.774,0.769,0.693,0.688,0.028,0.028,0.028,0.0,0.176,0.527,0.003,0.022,0.007,0.027
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.08,0.08,0.08,6.4,1.452,9.3,0.774,0.769,0.693,0.688,0.013,0.013,0.013,0.516,0.077,0.949,0.003,0.022,0.007,0.027
titanic,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.049,0.049,0.049,3.0,1.833,5.5,0.774,0.769,0.693,0.688,0.018,0.018,0.018,0.0,0.176,0.527,0.003,0.022,0.007,0.027
titanic,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.055,0.055,0.055,3.0,1.433,4.3,0.776,0.776,0.7,0.7,0.012,0.012,0.012,0.0,0.161,0.483,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.099,0.099,0.099,6.9,1.187,8.2,0.776,0.776,0.7,0.7,0.017,0.017,0.017,0.568,0.061,0.919,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.133,0.133,0.133,10.3,1.222,12.6,0.776,0.776,0.7,0.7,0.014,0.014,0.014,0.483,0.035,0.966,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.057,0.057,0.057,3.0,1.433,4.3,0.776,0.776,0.7,0.7,0.011,0.011,0.011,0.0,0.161,0.483,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.053,0.053,0.053,3.0,1.433,4.3,0.776,0.776,0.7,0.7,0.007,0.007,0.007,0.0,0.161,0.483,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.059,0.059,0.059,3.0,1.433,4.3,0.776,0.776,0.7,0.7,0.015,0.015,0.015,0.0,0.161,0.483,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.069,0.069,0.069,5.3,1.24,6.6,0.776,0.776,0.7,0.7,0.019,0.019,0.019,0.483,0.064,0.966,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.024,0.024,0.024,1.0,1.3,1.3,0.677,0.677,0.5,0.5,0.006,0.006,0.006,0.0,0.483,0.483,0.0,0.001,0.0,0.0
titanic,RuleKit_mincov-5_measure-C2,2,0.208,0.208,0.208,13.9,1.567,21.8,0.783,0.783,0.711,0.711,0.018,0.018,0.018,0.876,0.027,1.751,0.002,0.014,0.002,0.017
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.146,0.146,0.146,9.9,1.617,16.0,0.777,0.773,0.698,0.694,0.03,0.03,0.03,0.316,0.059,0.667,0.002,0.023,0.003,0.029
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.21,0.21,0.21,15.4,1.545,23.8,0.783,0.783,0.711,0.711,0.029,0.029,0.029,0.516,0.015,1.033,0.002,0.014,0.002,0.017
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.127,0.127,0.127,9.7,1.687,15.2,0.751,0.754,0.647,0.649,0.067,0.067,0.067,6.019,0.217,9.151,0.051,0.054,0.102,0.104
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.054,0.054,0.054,4.1,1.635,6.6,0.774,0.769,0.693,0.688,0.017,0.017,0.017,0.994,0.171,1.265,0.003,0.022,0.007,0.027
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.062,0.062,0.062,3.0,1.833,5.5,0.774,0.769,0.693,0.688,0.02,0.02,0.02,0.0,0.176,0.527,0.003,0.022,0.007,0.027
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.09,0.09,0.09,6.4,1.452,9.3,0.774,0.769,0.693,0.688,0.027,0.027,0.027,0.516,0.077,0.949,0.003,0.022,0.007,0.027
titanic,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.097,0.097,0.097,7.6,1.538,11.7,0.776,0.771,0.696,0.69,0.017,0.017,0.017,0.516,0.077,1.16,0.002,0.022,0.005,0.027
titanic,RuleKit_mincov-5_measure-Correlation,2,0.128,0.128,0.128,9.3,1.246,11.6,0.776,0.776,0.7,0.7,0.029,0.029,0.029,0.483,0.038,0.966,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.095,0.095,0.095,6.9,1.187,8.2,0.776,0.776,0.7,0.7,0.038,0.038,0.038,0.568,0.061,0.919,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.124,0.124,0.124,10.3,1.222,12.6,0.776,0.776,0.7,0.7,0.016,0.016,0.016,0.483,0.035,0.966,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.115,0.115,0.115,9.3,1.246,11.6,0.776,0.776,0.7,0.7,0.013,0.013,0.013,0.483,0.038,0.966,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.035,0.035,0.035,1.6,1.2,2.2,0.707,0.707,0.56,0.558,0.015,0.015,0.015,0.966,0.322,1.932,0.048,0.048,0.097,0.094
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.056,0.056,0.056,3.0,1.433,4.3,0.776,0.776,0.7,0.7,0.01,0.01,0.01,0.0,0.161,0.483,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.069,0.069,0.069,5.3,1.24,6.6,0.776,0.776,0.7,0.7,0.015,0.015,0.015,0.483,0.064,0.966,0.002,0.016,0.002,0.02
titanic,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.064,0.064,0.064,5.3,1.24,6.6,0.776,0.776,0.7,0.7,0.013,0.013,0.013,0.483,0.064,0.966,0.002,0.016,0.002,0.02
titanic,rulefit,2,1.763,87.48,1.763,23.5,2.578,60.4,0.791,0.79,0.683,0.683,0.432,18.267,0.432,3.028,0.191,7.336,0.001,0.01,0.002,0.014
vehicle,AQ15,4,0.908,0.908,0.908,215.9,4.113,887.7,1.0,0.707,1.0,0.71,0.052,0.052,0.052,9.024,0.126,39.415,0.0,0.032,0.0,0.031
vehicle,CN2_default,4,10.495,10.502,10.496,187.2,1.946,364.4,1.0,0.628,1.0,0.629,0.564,0.565,0.565,9.247,0.047,23.181,0.0,0.075,0.0,0.077
vehicle,CN2_v2,4,8.314,8.32,8.315,131.7,1.753,230.8,0.928,0.614,0.929,0.615,0.293,0.293,0.293,2.541,0.049,4.94,0.006,0.098,0.007,0.1
vehicle,IDS,4,4.033,4.036,4.033,15.8,1.947,30.8,0.258,0.258,0.25,0.25,0.443,0.443,0.443,3.824,0.033,7.554,0.001,0.004,0.0,0.0
vehicle,JRip,4,0.084,4.654,0.163,15.6,2.557,39.9,0.806,0.707,0.809,0.71,0.011,14.437,0.244,1.578,0.182,5.043,0.019,0.038,0.019,0.038
vehicle,LORD,4,0.118,0.118,0.118,262.9,3.318,871.8,,0.677,,,0.138,0.138,0.138,12.087,0.066,31.058,,0.026,,
vehicle,MLRules,4,0.497,0.497,0.497,100.0,9.173,917.3,0.978,0.762,0.978,0.766,0.018,0.018,0.018,0.0,0.169,16.912,0.004,0.024,0.004,0.024
vehicle,OneR,4,0.002,0.002,0.002,27.8,1.0,27.8,0.615,0.519,0.617,0.522,0.0,0.0,0.0,3.048,0.0,3.048,0.008,0.043,0.008,0.043
vehicle,RuleKit_mincov-10perMinClass_measure-C2,4,0.411,0.411,0.411,32.7,5.852,191.2,0.852,0.655,0.853,0.656,0.101,0.101,0.101,1.059,0.228,4.803,0.017,0.144,0.017,0.148
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,4,0.492,0.492,0.492,39.8,5.683,226.2,0.871,0.659,0.873,0.661,0.075,0.075,0.075,0.422,0.225,9.852,0.018,0.146,0.018,0.15
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,4,0.591,0.591,0.591,253.7,3.185,808.0,0.972,0.682,0.973,0.684,0.135,0.135,0.135,3.433,0.073,23.879,0.009,0.144,0.009,0.148
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,4,0.448,0.448,0.448,12.0,7.542,90.5,0.769,0.658,0.772,0.66,0.16,0.16,0.16,0.0,0.189,2.273,0.018,0.143,0.018,0.146
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,4,0.622,0.622,0.622,33.2,5.964,198.0,0.862,0.674,0.864,0.677,0.133,0.133,0.133,1.932,0.174,13.021,0.011,0.149,0.011,0.153
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,4,0.306,0.306,0.306,12.0,7.542,90.5,0.769,0.658,0.772,0.66,0.08,0.08,0.08,0.0,0.189,2.273,0.018,0.143,0.018,0.146
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,4,0.441,0.441,0.441,20.0,6.445,128.9,0.819,0.684,0.821,0.685,0.047,0.047,0.047,0.0,0.201,4.012,0.018,0.153,0.018,0.157
vehicle,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,4,0.637,0.637,0.637,62.2,5.344,332.4,0.911,0.673,0.913,0.676,0.102,0.102,0.102,2.098,0.214,17.057,0.017,0.153,0.017,0.156
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation,4,0.7,0.7,0.7,20.1,7.813,157.0,0.807,0.65,0.809,0.653,0.132,0.132,0.132,1.37,0.367,12.543,0.012,0.141,0.012,0.145
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,4,1.186,1.186,1.186,37.5,7.142,267.9,0.798,0.646,0.801,0.649,0.132,0.132,0.132,0.972,0.209,12.133,0.018,0.141,0.019,0.145
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,4,4.869,4.869,4.869,180.4,7.557,1363.4,0.814,0.637,0.817,0.641,0.16,0.16,0.16,7.471,0.2,68.416,0.012,0.139,0.012,0.143
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,4,0.415,0.415,0.415,8.0,8.875,71.0,0.755,0.64,0.757,0.642,0.142,0.142,0.142,0.0,0.475,3.801,0.014,0.147,0.013,0.15
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,4,0.797,0.797,0.797,20.6,7.361,151.6,0.792,0.647,0.795,0.65,0.137,0.137,0.137,1.578,0.191,11.52,0.014,0.141,0.014,0.145
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,4,0.4,0.4,0.4,12.0,7.992,95.9,0.785,0.667,0.787,0.669,0.106,0.106,0.106,0.0,0.487,5.84,0.019,0.15,0.019,0.153
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,4,0.699,0.699,0.699,19.9,7.481,148.9,0.792,0.644,0.795,0.648,0.131,0.131,0.131,0.316,0.288,6.74,0.017,0.14,0.017,0.144
vehicle,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,4,1.247,1.247,1.247,38.6,7.094,273.5,0.79,0.648,0.794,0.651,0.133,0.133,0.133,2.366,0.234,12.349,0.02,0.142,0.02,0.145
